"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 261"$"I, 261"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 262"$"I, 262"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 263"$"I, 263"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 264"$"I, 264"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 265"$"I, 265"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 266"$"I, 266"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 267"$"I, 267"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 268"$"I, 268"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 269"$"I, 269"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 270"$"I, 270"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 271"$"I, 271"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 272"$"I, 272"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 273"$"I, 273"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 84"$"I, 84"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Bö M 173"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, III, 21,23"$"Klemm-Slg. III 21,23"$"III, 21,23"
